//linux only
let varStartTime = datetime('2026-04-23 20:00:00'); 
let varEndTime = datetime('2026-04-23 20:30:00');   
let varSiteName = 'app-nurexapi-prod-canadaeast'; 
cluster('wawseus').database('wawsprod').WorkerApacheAccessLogEventTable  
| where (PreciseTimeStamp >= varStartTime and PreciseTimeStamp <= varEndTime)  
| where Sitename =~ varSiteName or Sitename =~ strcat("~",varSiteName) or Sitename hasprefix strcat(varSiteName,"__")  or Sitename hasprefix  strcat("~",varSiteName,"__") 
| where Cs_uri_stem contains "healthz"
//| where StatusCode != 200  
//| where ActivityId == ""  
| order by PreciseTimeStamp asc 
// | project TIMESTAMP, ActivityId,UserAgent, Cs_method, Cs_uri_stem, UpstreamStatus, UpstreamResponseTime,RoleInstance


TIMESTAMP	EventTime	Sitename	Cs_host	ActivityId	C_ip	S_ip	S_port	Cs_method	Cs_uri_stem	Status	Cs_bytes	Sc_bytes	UserAgent	FluentdIngestTimestamp	Tenant	Role	RoleInstance	Host	PreciseTimeStamp	SourceNamespace	SourceMoniker	SourceVersion	RequestTime	UpstreamResponseTime	UpstreamStatus	EventStampType	EventPrimaryStampName	EventStampName	Level	Facility	Cookie	Referer	Msg	Cs_XFF	resourceId	category	time	properties	Message	Active	Reading	Writing	Tid	EventIpAddress	Pid	EventID	WebSockets	RequestQueueLength	OutgoingConnectionsTotal	IncomingConnectionsTotal	proc_records	proc_bytes	EventId	Success	Duration	ActionCount	Cs_username	EventName	IpAddress	Reason	ContainerIdList	AdditionalInfo	Error	Protocol	ThreadpoolQueueLength	ThreadpoolThreadCount	ActiveProxyConnections	ProxyForwarderError	BindingSrc	TuxProxyBuildVersion	LastModifiedTime	ForwardAddress	TuxProxyFullVersion	SiteLastModifiedTime	ForwardProtocol	IsColdStart	TuxManBuildVersion	TuxManFullVersion	Exception
4/23/2026, 8:02:00 PM	2026-04-23T20:02:01.8584430Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	493	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	ln0sdlwk0002LV	4/23/2026, 8:02:01.858443 PM	LWAWS	LWAWSyq09	Ver6v0	0.032	0.032	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.52																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:02:00 PM	2026-04-23T20:02:06.2601230Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	493	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	ln0sdlwk0002NR	4/23/2026, 8:02:06.260123 PM	LWAWS	LWAWSyq17	Ver6v0	0.033	0.033	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.21																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.2:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:02:00 PM	2026-04-23T20:02:06.5505730Z	app-nurexapi-prod-canadaeast__5b99	app-nurexapi-prod-canadaeast-staging.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	515	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	ln0sdlwk0002NR	4/23/2026, 8:02:06.550573 PM	LWAWS	LWAWSyq17	Ver6v0	0.03	0.03	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.21																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.131.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-16-33-8800000-+00:00	1.1	0			
4/23/2026, 8:02:30 PM	2026-04-23T20:02:58.9638410Z	app-nurexapi-prod-canadaeast__5b99	app-nurexapi-prod-canadaeast-staging.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	515	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	ln0sdlwk0002LV	4/23/2026, 8:02:58.963841 PM	LWAWS	LWAWSyq09	Ver6v0	0.033	0.033	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.52																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.131.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-16-33-8800000-+00:00	1.1	0			
4/23/2026, 8:03:00 PM	2026-04-23T20:03:01.8572190Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	493	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	ln0sdlwk0002LV	4/23/2026, 8:03:01.857219 PM	LWAWS	LWAWSyq09	Ver6v0	0.033	0.032	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.52																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:03:00 PM	2026-04-23T20:03:06.2565800Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	493	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	ln0sdlwk0002NR	4/23/2026, 8:03:06.25658 PM	LWAWS	LWAWSyq17	Ver6v0	0.033	0.033	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.21																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.2:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:03:00 PM	2026-04-23T20:03:06.5526850Z	app-nurexapi-prod-canadaeast__5b99	app-nurexapi-prod-canadaeast-staging.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	515	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	ln0sdlwk0002NR	4/23/2026, 8:03:06.552685 PM	LWAWS	LWAWSyq17	Ver6v0	0.033	0.033	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.21																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.131.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-16-33-8800000-+00:00	1.1	0			
4/23/2026, 8:03:30 PM	2026-04-23T20:03:58.9660510Z	app-nurexapi-prod-canadaeast__5b99	app-nurexapi-prod-canadaeast-staging.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	515	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	ln0sdlwk0002LV	4/23/2026, 8:03:58.966051 PM	LWAWS	LWAWSyq09	Ver6v0	0.034	0.034	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.52																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.131.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-16-33-8800000-+00:00	1.1	0			
4/23/2026, 8:04:00 PM	2026-04-23T20:04:01.8631150Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	493	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	ln0sdlwk0002LV	4/23/2026, 8:04:01.863115 PM	LWAWS	LWAWSyq09	Ver6v0	0.031	0.031	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.52																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:04:00 PM	2026-04-23T20:04:06.2543310Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	493	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	ln0sdlwk0002NR	4/23/2026, 8:04:06.254331 PM	LWAWS	LWAWSyq17	Ver6v0	0.033	0.033	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.21																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.2:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:04:00 PM	2026-04-23T20:04:06.6622470Z	app-nurexapi-prod-canadaeast__5b99	app-nurexapi-prod-canadaeast-staging.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	515	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	ln0sdlwk0002NR	4/23/2026, 8:04:06.662247 PM	LWAWS	LWAWSyq17	Ver6v0	0.142	0.142	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.21																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.131.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-16-33-8800000-+00:00	1.1	0			
4/23/2026, 8:04:30 PM	2026-04-23T20:04:59.1092480Z	app-nurexapi-prod-canadaeast__5b99	app-nurexapi-prod-canadaeast-staging.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	515	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	ln0sdlwk0002LV	4/23/2026, 8:04:59.109248 PM	LWAWS	LWAWSyq09	Ver6v0	0.176	0.176	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.52																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.131.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-16-33-8800000-+00:00	1.1	0			
4/23/2026, 8:05:00 PM	2026-04-23T20:05:01.8562060Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	493	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	ln0sdlwk0002LV	4/23/2026, 8:05:01.856206 PM	LWAWS	LWAWSyq09	Ver6v0	0.03	0.03	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.52																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:05:00 PM	2026-04-23T20:05:06.2652460Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	493	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	ln0sdlwk0002NR	4/23/2026, 8:05:06.265246 PM	LWAWS	LWAWSyq17	Ver6v0	0.042	0.042	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.21																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.2:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:05:00 PM	2026-04-23T20:05:06.5524760Z	app-nurexapi-prod-canadaeast__5b99	app-nurexapi-prod-canadaeast-staging.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	515	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	ln0sdlwk0002NR	4/23/2026, 8:05:06.552476 PM	LWAWS	LWAWSyq17	Ver6v0	0.033	0.033	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.21																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.131.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-16-33-8800000-+00:00	1.1	0			
4/23/2026, 8:05:00 PM	2026-04-23T20:05:15.4627030Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net	2d9a7e1e-7b75-4dad-8e54-ce46dde046a8	70.55.70	10.80.0.21	80	GET	/healthz	400	1487	169	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	ln0sdlwk0002NR	4/23/2026, 8:05:15.462703 PM	LWAWS	LWAWSyq17	Ver6v0	0.002	0.002	400	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy				70.55.70.6:49751	app-nurexapi-prod-canadaeast.azurewebsites.net									10.80.0.21																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.2:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:05:00 PM	2026-04-23T20:05:16.7125290Z	app-nurexapi-prod-canadaeast	app-nurexapi-prod-canadaeast.azurewebsites.net	3ba9ff42-5610-42a6-9fc5-04fecdd09f2d	70.55.70	10.80.0.52	80	GET	/healthz	400	1454	169	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	ln0sdlwk0002LV	4/23/2026, 8:05:16.712529 PM	LWAWS	LWAWSyq09	Ver6v0	0.002	0.002	400	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy				70.55.70.6:49751	app-nurexapi-prod-canadaeast.azurewebsites.net									10.80.0.52																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.130.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-34-36-3200000-+00:00	1.1	0			
4/23/2026, 8:05:30 PM	2026-04-23T20:05:58.9669920Z	app-nurexapi-prod-canadaeast__5b99	app-nurexapi-prod-canadaeast-staging.azurewebsites.net		127.0.0	127.0.0.1	80	GET	/healthz	200	515	320	HealthCheck/1.0		waws-prod-yq1-017	ln0SmallDedicatedLinuxWebWorkerRole	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	ln0sdlwk0002LV	4/23/2026, 8:05:58.966992 PM	LWAWS	LWAWSyq09	Ver6v0	0.034	0.034	200	Stamp	waws-prod-yq1-017	waws-prod-yq1-017		TuxProxy														10.80.0.52																				HTTP/1.1					LWASv2	107.0.7.123		http://169.254.131.8:8080/	107.0.7.123 (release_ANT107-1ce085a7)+1ce085a760284a2ace5bb9f21eb6a94ed4404304	04/23/26-15-16-33-8800000-+00:00	1.1	0			
