// linux only
let varStartTime = datetime('2026-04-23 20:00:00'); 
let varEndTime = datetime('2026-04-23 20:30:00'); 
cluster('wawseus').database('wawsprod').WorkerLWASV2EventTable
| where (PreciseTimeStamp >= varStartTime and PreciseTimeStamp < varEndTime)
| where RoleInstance in ('ln0SmallDedicatedLinuxWebWorkerRole_IN_3447','ln0SmallDedicatedLinuxWebWorkerRole_IN_3379') and EventPrimaryStampName == 'waws-prod-yq1-017'
| project TIMESTAMP,PreciseTimeStamp,Level,SiteName,RoleInstance,Msg,Host,EventIpAddress
TIMESTAMP	PreciseTimeStamp	Level	SiteName	RoleInstance	Msg	Host	EventIpAddress
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:15.001523 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	DataServiceApiTransaction : [77]: Id: f1a3079c-76df-4ac0-9dcd-255e443c8bc9, Uri: https://10.0.128.8:12280/DataSvcApi_v107.0/webworkers/ln0sdlwk0002LV/per-site-runtime-notifications?checkTimeUtc=2026-04-23T15%3A34%3A36.3200000Z, ClientName: 10.80.0.52, Method: POST, StatusCode: 200, Reason: , Latency(ms): 3, Operation: GetPerSiteRuntimeNotifications, Attempt: 1, ContentLen: 61, ErrorDetails: , IsTransient: False, OperationTimeout: 599499, PartialHeaders: {"x-ms-requirelease":"True","x-ms-leasetype":"Primary"}, RequestContentType: application/json; charset=utf-8, ResponseContentType: application/json, DataServiceRequestId: a0a30173-e2a3-4aed-80d9-76eebff2a81c, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.8, RequestAborted: False, EndpointType: LeaseOwner, LeaseType: Primary, 	ln0sdlwk0002LV	10.80.0.52
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:15.002389 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	app-nurexapi-prod-canadaeast__7a14 : [90]: Checking for changes for site: app-nurexapi-prod-canadaeast__7a14 Updated time: '0001-01-01T00:00:00.000Z'. Current checkpoint time: '2026-04-23T15:34:36.320Z'.	ln0sdlwk0002LV	10.80.0.52
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:22.830566 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	DataServiceApiTransaction : [19]: Id: 1cce92b2-672a-4222-ba6b-1aae0a9256ed, Uri: https://10.0.128.8:12280/DataSvcApi_v107.0/operations/getOperations/DWAS, ClientName: 10.80.0.52, Method: GET, StatusCode: 200, Reason: , Latency(ms): 2, Operation: GetOperations, Attempt: 1, ContentLen: 604, ErrorDetails: , IsTransient: False, OperationTimeout: 59500, PartialHeaders: {"x-ms-requirelease":"False"}, RequestContentType: , ResponseContentType: application/json, DataServiceRequestId: 51713d25-b5bc-449d-adb9-19b668190f2e, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.8, RequestAborted: False, EndpointType: NonLeaseOwner, LeaseType: , 	ln0sdlwk0002LV	10.80.0.52
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:24.918725 PM	INFO	app-nurexapi-prod-canadaeast	ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	GetSiteRuntimeStatusOnWorker succeeded. Returned status: State: Started, Action: None, LastError: SiteStartupCancelled, LastErrorTimestamp: 04/23/2026 15:33:03, LastErrorDetails: , Details: Site started at 04/23/2026 15:35:03 (UTC), DetailsLevel: INFO	ln0sdlwk0002LV	10.80.0.52
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:25.004986 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	DataServiceApiTransaction : [77]: Id: 023b8390-8a58-4101-ac77-81888383fbae, Uri: https://10.0.128.8:12280/DataSvcApi_v107.0/webworkers/ln0sdlwk0002LV/per-site-runtime-notifications?checkTimeUtc=2026-04-23T15%3A34%3A36.3200000Z, ClientName: 10.80.0.52, Method: POST, StatusCode: 200, Reason: , Latency(ms): 1, Operation: GetPerSiteRuntimeNotifications, Attempt: 1, ContentLen: 61, ErrorDetails: , IsTransient: False, OperationTimeout: 599499, PartialHeaders: {"x-ms-requirelease":"True","x-ms-leasetype":"Primary"}, RequestContentType: application/json; charset=utf-8, ResponseContentType: application/json, DataServiceRequestId: 1bdc550f-0ae2-492f-8dfc-14afbb4446fb, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.8, RequestAborted: False, EndpointType: LeaseOwner, LeaseType: Primary, 	ln0sdlwk0002LV	10.80.0.52
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:25.005075 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	app-nurexapi-prod-canadaeast__7a14 : [103]: Checking for changes for site: app-nurexapi-prod-canadaeast__7a14 Updated time: '0001-01-01T00:00:00.000Z'. Current checkpoint time: '2026-04-23T15:34:36.320Z'.	ln0sdlwk0002LV	10.80.0.52
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:00.358692 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	DataServiceApiTransaction : [56]: Id: b0cab730-fc01-455b-818a-f4e1d8cf1dad, Uri: https://10.0.128.8:12280/DataSvcApi_v107.0/webworkers/ln0sdlwk0002NR/per-site-runtime-notifications?checkTimeUtc=2026-04-23T15%3A34%3A36.3200000Z, ClientName: 10.80.0.21, Method: POST, StatusCode: 200, Reason: , Latency(ms): 1, Operation: GetPerSiteRuntimeNotifications, Attempt: 1, ContentLen: 61, ErrorDetails: , IsTransient: False, OperationTimeout: 599499, PartialHeaders: {"x-ms-requirelease":"True","x-ms-leasetype":"Primary"}, RequestContentType: application/json; charset=utf-8, ResponseContentType: application/json, DataServiceRequestId: 93db9309-9c42-4f7a-b3ba-41e934d53fd5, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.8, RequestAborted: False, EndpointType: LeaseOwner, LeaseType: Primary, 	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:00.35909 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	app-nurexapi-prod-canadaeast__7a14 : [88]: Checking for changes for site: app-nurexapi-prod-canadaeast__7a14 Updated time: '0001-01-01T00:00:00.000Z'. Current checkpoint time: '2026-04-23T15:34:36.320Z'.	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:01.244231 PM	INFO	~1app-nurexapi-prod-canadaeast__5b99	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	HTTP GET request to http://169.254.131.5:8181/Default.cshtml with headers [] responded with status 200 in 0.54 ms. Success: True	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:04.451116 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	DataServiceApiTransaction : [46]: Id: 963aab37-dfcf-4aaf-80ae-69c855d45246, Uri: https://10.0.128.7:12280/DataSvcApi_v107.0/operations/getOperations/DWAS, ClientName: 10.80.0.21, Method: GET, StatusCode: 200, Reason: , Latency(ms): 1, Operation: GetOperations, Attempt: 1, ContentLen: 17, ErrorDetails: , IsTransient: False, OperationTimeout: 59500, PartialHeaders: {"x-ms-requirelease":"False"}, RequestContentType: , ResponseContentType: application/json, DataServiceRequestId: edfb5f41-d8e1-4590-9ec4-948f272ba1ac, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.7, RequestAborted: False, EndpointType: NonLeaseOwner, LeaseType: , 	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:06.255461 PM	INFO	app-nurexapi-prod-canadaeast	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	HTTP GET request to http://localhost:80/healthz with headers [User-Agent, MWH-SecurityToken, Host, X-Forwarded-Proto, x-ms-auth-internal-token, DISGUISED-HOST, X-ARR-SSL] responded with status 200 in 34.78 ms. Success: True	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:06.556002 PM	INFO	app-nurexapi-prod-canadaeast__5b99	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	HTTP GET request to http://localhost:80/healthz with headers [User-Agent, MWH-SecurityToken, Host, X-Forwarded-Proto, x-ms-auth-internal-token, DISGUISED-HOST, X-ARR-SSL] responded with status 200 in 36.23 ms. Success: True	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:10.363141 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	DataServiceApiTransaction : [33]: Id: 0a2340f1-aeb5-4006-a235-d97dd69336d8, Uri: https://10.0.128.8:12280/DataSvcApi_v107.0/webworkers/ln0sdlwk0002NR/per-site-runtime-notifications?checkTimeUtc=2026-04-23T15%3A34%3A36.3200000Z, ClientName: 10.80.0.21, Method: POST, StatusCode: 200, Reason: , Latency(ms): 1, Operation: GetPerSiteRuntimeNotifications, Attempt: 1, ContentLen: 61, ErrorDetails: , IsTransient: False, OperationTimeout: 599499, PartialHeaders: {"x-ms-requirelease":"True","x-ms-leasetype":"Primary"}, RequestContentType: application/json; charset=utf-8, ResponseContentType: application/json, DataServiceRequestId: 0800a261-7785-470e-b607-e16de68ec56e, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.8, RequestAborted: False, EndpointType: LeaseOwner, LeaseType: Primary, 	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:10.36318 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	app-nurexapi-prod-canadaeast__7a14 : [88]: Checking for changes for site: app-nurexapi-prod-canadaeast__7a14 Updated time: '0001-01-01T00:00:00.000Z'. Current checkpoint time: '2026-04-23T15:34:36.320Z'.	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.451044 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	DataServiceApiTransaction : [33]: Id: 552e82d6-5775-4014-9261-bcf5288d27a3, Uri: https://10.0.128.7:12280/DataSvcApi_v107.0/operations/getOperations/DWAS, ClientName: 10.80.0.21, Method: GET, StatusCode: 200, Reason: , Latency(ms): 1, Operation: GetOperations, Attempt: 1, ContentLen: 17, ErrorDetails: , IsTransient: False, OperationTimeout: 59500, PartialHeaders: {"x-ms-requirelease":"False"}, RequestContentType: , ResponseContentType: application/json, DataServiceRequestId: eb354b0d-b759-46f9-94f7-b57b10d50a45, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.7, RequestAborted: False, EndpointType: NonLeaseOwner, LeaseType: , 	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.792226 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Launching Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"].	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.794279 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Launching Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"].	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.799544 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Launching Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"].	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.823415 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"] finished with exit code: 0 in 28 ms. Error: ''	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.831591 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"] finished with exit code: 0 in 31 ms. Error: ''	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.832788 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"] finished with exit code: 0 in 40 ms. Error: ''	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.847473 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Launching Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"].	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.861912 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"] finished with exit code: 0 in 14 ms. Error: ''	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.880841 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Launching Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"].	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.887593 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Launching Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"].	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.888551 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Launching Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"].	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.90723 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"] finished with exit code: 0 in 26 ms. Error: ''	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.916202 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"] finished with exit code: 0 in 28 ms. Error: ''	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:14.921086 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	Command: ["ps","-e","-w","-w","-o","uid,pid,ppid,c,stime,tname,time,comm,args"] finished with exit code: 0 in 33 ms. Error: ''	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:20.36784 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	DataServiceApiTransaction : [94]: Id: 1e40c2b3-e8a9-4a0b-9ca9-3715154d6b33, Uri: https://10.0.128.8:12280/DataSvcApi_v107.0/webworkers/ln0sdlwk0002NR/per-site-runtime-notifications?checkTimeUtc=2026-04-23T15%3A34%3A36.3200000Z, ClientName: 10.80.0.21, Method: POST, StatusCode: 200, Reason: , Latency(ms): 1, Operation: GetPerSiteRuntimeNotifications, Attempt: 1, ContentLen: 61, ErrorDetails: , IsTransient: False, OperationTimeout: 599499, PartialHeaders: {"x-ms-requirelease":"True","x-ms-leasetype":"Primary"}, RequestContentType: application/json; charset=utf-8, ResponseContentType: application/json, DataServiceRequestId: 4ca4c681-f46d-49e2-b1fa-0c714cb09a41, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.8, RequestAborted: False, EndpointType: LeaseOwner, LeaseType: Primary, 	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:20.368263 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	app-nurexapi-prod-canadaeast__7a14 : [88]: Checking for changes for site: app-nurexapi-prod-canadaeast__7a14 Updated time: '0001-01-01T00:00:00.000Z'. Current checkpoint time: '2026-04-23T15:34:36.320Z'.	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:24.451224 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	DataServiceApiTransaction : [94]: Id: 62726ee5-947f-478b-a16c-3eb676d79aba, Uri: https://10.0.128.7:12280/DataSvcApi_v107.0/operations/getOperations/DWAS, ClientName: 10.80.0.21, Method: GET, StatusCode: 200, Reason: , Latency(ms): 1, Operation: GetOperations, Attempt: 1, ContentLen: 17, ErrorDetails: , IsTransient: False, OperationTimeout: 59500, PartialHeaders: {"x-ms-requirelease":"False"}, RequestContentType: , ResponseContentType: application/json, DataServiceRequestId: 7279b2c5-1114-41c6-a9e5-d77b40ef6a8b, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.7, RequestAborted: False, EndpointType: NonLeaseOwner, LeaseType: , 	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:00 PM	4/23/2026, 8:00:24.906401 PM	INFO	app-nurexapi-prod-canadaeast	ln0SmallDedicatedLinuxWebWorkerRole_IN_3447	GetSiteRuntimeStatusOnWorker succeeded. Returned status: State: Started, Action: None, LastError: ContainerTimeout, LastErrorTimestamp: 04/23/2026 15:10:35, LastErrorDetails: Container did not start within expected time limit of 230s. Please inspect your container logs for more details., Details: Site started at 04/23/2026 15:35:08 (UTC), DetailsLevel: INFO	ln0sdlwk0002NR	10.80.0.21
4/23/2026, 8:00:30 PM	4/23/2026, 8:00:32.82731 PM	INFO		ln0SmallDedicatedLinuxWebWorkerRole_IN_3379	DataServiceApiTransaction : [103]: Id: 3cc5c9ca-cbd7-4230-961a-06c9a5b0b1e6, Uri: https://10.0.128.8:12280/DataSvcApi_v107.0/operations/getOperations/DWAS, ClientName: 10.80.0.52, Method: GET, StatusCode: 200, Reason: , Latency(ms): 2, Operation: GetOperations, Attempt: 1, ContentLen: 604, ErrorDetails: , IsTransient: False, OperationTimeout: 59500, PartialHeaders: {"x-ms-requirelease":"False"}, RequestContentType: , ResponseContentType: application/json, DataServiceRequestId: 21545458-e7b6-4f38-b6de-406d8334b9c0, ClientProcess: dotnet, ClientVersion: 107.0.7.126, ServerVersion: 107.0.7.121, ServerIpAddress: 10.0.128.8, RequestAborted: False, EndpointType: NonLeaseOwner, LeaseType: , 	ln0sdlwk0002LV	10.80.0.52
